StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q47,gramitem1,gramitem2,TipiDescriptionTime_FirstClick,TipiDescriptionTime_LastClick,TipiDescriptionTime_PageSubmit,TipiDescriptionTime_ClickCount,Tipi1,Tipi2,Tipi3,Tipi4,Tipi5,Tipi6,Tipi7,TIpi8,Tipi9,Tipi10,TipiResponseTime_FirstClick,TipiResponseTime_LastClick,TipiResponseTime_PageSubmit,TipiResponseTime_ClickCount,Articles#1,Articles#1Time_FirstClick,Articles#1Time_LastClick,Articles#1Time_PageSubmit,Articles#1Time_ClickCount,Articles#2,Articles#2Time_FirstClick,Articles#2Time_LastClick,Articles#2Time_PageSubmit,Articles#2Time_ClickCount,Articles#3,Articles#3Time_FirstClick,Articles#3Time_LastClick,Articles#3Time_PageSubmit,Articles#3Time_ClickCount,Articles#4,Articles#4Time_FirstClick,Articles#4Time_LastClick,Articles#4Time_PageSubmit,Articles#4Time_ClickCount,Articles#5,Articles#5Time_FirstClick,Articles#5Time_LastClick,Articles#5Time_PageSubmit,Articles#5Time_ClickCount,Articles#6,Articles#6Time_FirstClick,Articles#6Time_LastClick,Articles#6Time_PageSubmit,Articles#6Time_ClickCount,Articles#7,Articles#7Time_FirstClick,Articles#7Time_LastClick,Articles#7Time_PageSubmit,Articles#7Time_ClickCount,Articles#8,Articles#8Time_FirstClick,Articles#8Time_LastClick,Articles#8Time_PageSubmit,Articles#8Time_ClickCount,Articles#9,Articles#9Time_FirstClick,Articles#9Time_LastClick,Articles#9Time_PageSubmit,Articles#9Time_ClickCount,Articles#10,Articles#10Time_FirstClick,Articles#10Time_LastClick,Articles#10Time_PageSubmit,Articles#10Time_ClickCount,Age,Gender,ZDurationinseconds,rTIPI6,rTIPI2,rTIPI8,rTIPI4,Extrav,Agree,Consc,Open,Neur,PosSelection,NegSelection,NeuSelection,CompSelection,filter_$,xxduco
1/19/2023 12:56:28,1/19/2023 12:57:39,0,121.91.230.72,100,71,1,1/19/2023 12:57:40,R_yrUGKXQVANwCRqN, , , , ,39.0064,-77.4199,anonymous,EN,1,A26E5YHME24XDB,4,5,0,0,1.422,0,6,5,6,4,6,6,6,2,7,3,1.286,21.922,22.683,12,1,1.201,1.201,1.928,1,3,.682,.682,1.619,1,1,.613,.613,1.275,1,2,.331,.331,1.034,1,1,.526,.526,1.47,1,4,1.25,1.25,2.178,1,4,1.554,1.554,2.233,1,2,.658,.658,1.425,1,1,.634,.634,1.328,1,3,.634,.634,1.2,1,23,1,-.628504249295687,2,3,6,4,4,4.5,6,5.5,5.5,4,2,2,2,0,142
1/19/2023 13:21:44,1/19/2023 13:22:57,0,208.194.214.57,100,72,1,1/19/2023 13:22:57,R_1o08Sen7usIl6Kh, , , , ,39.587,-75.6112,anonymous,EN,.899999976158142,A1DJJEUU1L1G3V,4,5,0,0,1.27,0,5,6,5,5,5,6,5,5,6,5,0,0,7.142,0,2,0,0,1.74,0,2,0,0,1.308,0,1,0,0,1.202,0,3,0,0,1.382,0,3,0,0,1.419,0,4,0,0,1.344,0,4,0,0,1.3,0,2,0,0,1.176,0,2,0,0,1.21,0,4,0,0,1.092,0,30,1,-.626429021462808,2,2,3,3,3.5,3.5,4,4.5,4.5,1,4,3,2,0,144
1/19/2023 12:54:03,1/19/2023 12:55:17,0,121.91.230.234,100,73,1,1/19/2023 12:55:17,R_3L8gjIuOY4juyVO, , , , ,39.0064,-77.4199,anonymous,EN,.899999976158142,A1R033FHHMVPXN,4,5,0,0,1.396,0,6,5,5,4,7,6,6,2,7,3,1.641,22.998,24.217,11,2,1.251,1.251,2.057,1,2,.707,.707,1.422,1,3,.645,.645,1.273,1,1,.463,.463,1.165,1,2,.644,.644,1.443,1,1,.707,.707,1.458,1,3,.621,.621,1.315,1,2,.492,1.39,2.394,2,1,.722,1.858,2.552,2,3,.794,.794,1.543,1,23,1,-.624353793629928,2,3,6,4,4,4.5,5.5,5.5,5.5,3,4,0,3,0,219
1/19/2023 13:07:30,1/19/2023 13:08:44,0,121.91.230.48,100,73,1,1/19/2023 13:08:45,R_25LQspPbQtg58Dv, , , , ,39.0064,-77.4199,anonymous,EN,1,A1O5EIEK0HONJJ,4,5,0,0,1.264,0,5,6,6,4,7,6,5,4,7,4,1.372,24.801,26.172,11,4,1.006,1.006,1.911,1,1,.67,.67,1.301,1,3,.328,.328,1.094,1,2,.324,.324,.963,1,4,.882,.882,1.402,1,1,.384,.384,1.239,1,2,.349,.349,1.151,1,3,.357,.357,1.286,1,3,.487,1.48,2.136,2,2,.407,.407,1.274,1,23,1,-.624353793629928,2,2,4,4,3.5,3.5,5,5.5,5.5,2,3,2,3,0,219
1/19/2023 13:05:01,1/19/2023 13:06:16,0,121.91.230.90,100,75,1,1/19/2023 13:06:17,R_vJfVk8GmqRdknS1, , , , ,39.0064,-77.4199,anonymous,EN,.899999976158142,A1TLE11H6Z03DS,4,5,0,0,1.659,0,6,6,7,3,7,5,6,4,6,4,11.079,28.475,30.285,10,2,1.211,1.211,1.849,1,4,.702,.702,1.554,1,2,.55,.55,1.323,1,1,.713,.713,1.367,1,3,.881,.881,1.56,1,4,.747,.747,1.747,1,4,.506,.506,1.385,1,4,.443,.443,1.141,1,3,.514,.514,1.19,1,2,.735,.735,1.388,1,23,1,-.620203337964169,3,2,4,5,4.5,4,5.5,5.5,5.5,1,3,4,2,0,150
1/19/2023 13:01:18,1/19/2023 13:02:36,0,128.254.164.72,100,77,1,1/19/2023 13:02:36,R_295MBUkL3SywUeO, , , , ,40.7434,-73.0761,anonymous,EN,.899999976158142,AN75WF03VCEQE,4,5,0,0,1.709,0,5,5,5,5,5,6,4,5,5,5,0,0,9.591,0,4,0,0,1.827,0,1,0,0,1.447,0,4,0,0,1.374,0,2,0,0,1.2,0,1,0,0,1.271,0,1,0,0,1.265,0,1,0,0,1.293,0,4,0,0,1.234,0,2,0,0,1.38,0,3,0,0,1.312,0,30,1,-.616052882298411,2,3,3,3,3.5,3.5,4,4,4,4,2,3,1,0,77
1/19/2023 14:08:49,1/19/2023 14:10:08,0,202.182.69.187,100,78,1,1/19/2023 14:10:08,R_2BkEDLSeJ3MeMxP, , , , ,40.7123,-74.0068,anonymous,EN,.899999976158142,A14PYGIZ0EAXF7,4,5,0,0,1.73,0,3,5,7,4,6,3,5,7,3,4,1.12,18.976,20.532,10,4,1.137,1.137,1.942,1,3,.751,.751,1.564,1,2,.656,.656,1.204,1,1,.472,.472,1.369,1,3,.604,.604,1.254,1,3,.553,.553,1.27,1,4,.679,1.28,2.094,2,1,.696,.696,1.519,1,4,.879,.879,1.759,1,1,.932,.932,1.686,1,25,2,-.613977654465531,5,3,1,4,4,4,4,3.5,3.5,3,1,3,3,0,234
1/19/2023 12:55:02,1/19/2023 12:56:22,0,208.195.175.32,100,80,1,1/19/2023 12:56:23,R_ylHkNuhOR5FBbu9, , , , ,37.751,-97.822,anonymous,EN,.899999976158142,A2LKMI1H7N4WF0,4,5,1.106,1.106,1.868,1,7,6,6,6,6,6,6,6,6,6,2.748,4.356,8.8,3,2,.895,.895,1.673,1,2,.862,1.407,1.657,2,2,.467,1.074,1.3,2,4,.345,.345,1.038,1,3,.419,.419,1.023,1,2,.353,.961,1.59,2,3,.388,.963,1.313,2,3,.388,.388,.983,1,2,.353,.353,.999,1,1,.458,.458,1.102,1,25,1,-.609827198799773,2,2,2,2,4.5,4,4,4,4,1,5,1,3,0,240
1/19/2023 13:10:51,1/19/2023 13:12:12,0,208.195.174.17,100,80,1,1/19/2023 13:12:12,R_2eRNI1ZegBpH2wG, , , , ,37.751,-97.822,anonymous,EN,1,A8TZ24YGUQQZA,4,5,0,0,1.492,0,7,6,7,5,6,3,3,2,5,6,2.252,28.407,30.683,13,1,1.447,1.447,2.357,1,3,1.044,1.044,1.987,1,2,1.095,1.095,2.038,1,4,.902,.902,1.901,1,4,.895,.895,1.943,1,3,1.014,1.014,1.974,1,2,1.025,1.025,2.201,1,3,.804,.804,2.044,1,3,.837,1.817,2.519,2,4,.87,.87,1.782,1,30,1,-.609827198799773,5,2,6,3,6,2.5,6.5,4,4,1,2,3,4,0,320
1/19/2023 12:59:01,1/19/2023 13:00:22,0,121.91.230.44,100,81,1,1/19/2023 13:00:23,R_12fOlOfwJHqzYWu, , , , ,39.0064,-77.4199,anonymous,EN,1,A17M83XMPNU44O,4,5,0,0,1.553,0,6,5,7,3,6,6,7,4,6,4,1.397,20.024,20.742,12,2,1.335,1.335,2.096,1,1,.639,.639,1.241,1,4,.329,.329,1.159,1,1,.515,.515,1.247,1,1,.645,.645,1.277,1,1,.71,.71,1.374,1,1,2.874,2.874,3.828,1,4,1.019,1.019,1.897,1,4,.387,1.704,2.49,2,3,.775,.775,1.758,1,23,1,-.607751970966893,2,3,4,5,4,5,5.5,5.5,5.5,5,1,3,1,0,81
1/19/2023 12:56:27,1/19/2023 12:57:49,0,208.194.213.235,100,82,1,1/19/2023 12:57:49,R_2w6UGPh3ClGVfl0, , , , ,39.587,-75.6112,anonymous,EN,1,A5J6JZVUR0UOY,4,5,0,0,.611,0,5,6,6,5,1,4,5,6,5,5,0,0,6.718,0,2,0,0,1.329,0,1,0,0,1.016,0,1,0,0,.652,0,2,0,0,.943,0,1,0,0,.979,0,3,0,0,.893,0,2,0,0,.618,0,2,0,0,.582,0,1,0,0,.632,0,2,0,0,.533,0,30,1,-.605676743134014,4,2,2,3,4.5,3.5,4,4,4,4,5,0,1,0,82
1/19/2023 13:34:18,1/19/2023 13:35:41,0,84.32.6.55,100,82,1,1/19/2023 13:35:41,R_2Ym4smy6q2Naknj, , , , ,38.6583,-77.2481,anonymous,EN,.899999976158142,A53MOLGRRDHA4,4,5,0,0,2.156,0,4,5,5,6,4,5,4,5,6,5,1.21,15.274,16.708,12,2,1.93,1.93,5.04,1,1,1.495,1.495,2.421,1,4,1.075,1.075,1.998,1,1,1.609,1.609,2.677,1,4,.922,.922,1.84,1,2,.606,.606,1.933,1,2,.692,.692,1.503,1,2,.782,.782,1.48,1,4,.55,.55,1.361,1,3,.485,.485,1.498,1,26,2,-.605676743134014,3,3,3,2,3.5,3.5,4,4,4,2,4,3,1,0,82
1/19/2023 13:12:55,1/19/2023 13:14:20,0,63.160.189.1,100,84,1,1/19/2023 13:14:20,R_1K46B3FTrJzR30c, , , , ,34.0014,-84.0144,anonymous,EN,1,AJI75GZM88W8X,4,5,0,0,1.475,0,3,4,6,7,4,4,4,6,4,4,1.381,28.595,30.204,10,2,1.309,1.309,2.068,1,3,.993,.993,1.647,1,1,.679,.679,1.414,1,3,.87,.87,1.614,1,2,.744,.744,1.366,1,2,1.027,1.027,1.793,1,1,.877,.877,2.214,1,3,.597,.597,1.484,1,4,.584,.584,1.304,1,1,.868,.868,1.8,1,25,1,-.601526287468255,4,4,2,1,3.5,4,4,2.5,2.5,3,3,1,3,0,252
1/19/2023 13:06:27,1/19/2023 13:07:52,0,128.254.164.151,100,84,1,1/19/2023 13:07:53,R_3GkXSU4kd6Rn9k2, , , , ,40.7434,-73.0761,anonymous,EN,.899999976158142,A208DRX0TB26QD,4,5,0,0,1.053,0,6,7,7,5,7,7,7,7,7,6,1.385,5.736,6.925,2,3,0,0,1.477,0,3,.778,.778,1.06,1,3,.808,.808,1.03,1,1,.857,.857,1.073,1,2,1.142,1.142,1.358,1,2,1.014,1.014,1.494,1,4,.873,.873,1.058,1,2,.727,.727,.989,1,1,.721,.721,.898,1,1,.716,.716,.916,1,30,1,-.601526287468255,1,1,1,3,3.5,4,4,5,5,3,3,1,3,0,252
1/19/2023 14:47:57,1/19/2023 14:49:25,0,208.196.115.135,100,87,1,1/19/2023 14:49:26,R_2rja4WtzXuDLaD4, , , , ,26.3051,-80.2447,anonymous,EN,1,A2PC40UQTAFJCM,4,5,0,0,1.507,0,6,3,1,6,6,5,6,5,2,5,1.374,19.03,19.312,15,3,1.087,1.087,1.795,1,3,.017,.921,2.127,2,3,.525,.525,1.344,1,2,.481,.481,1.272,1,3,.409,.567,1.209,2,2,.124,.781,1.253,2,2,.075,.625,1.362,3,2,.292,.292,1.845,1,4,.324,1.169,1.556,2,1,.348,.348,1.204,1,45,1,-.595300603969617,3,5,3,2,4.5,5.5,2,2,2,1,4,1,4,0,348
1/19/2023 12:23:33,1/19/2023 12:25:03,0,81.161.5.170,100,90,1,1/19/2023 12:25:04,R_2QPp2jxiD5GRHcE, , , , ,40.7662,-74.0178,anonymous,EN,.899999976158142,A2MOU3YD664C0H,4,5,0,0,4.434,0,7,6,7,1,7,7,7,1,7,4,0,0,32.969,0,4,0,0,3.461,0,4,0,0,1.543,0,4,0,0,1.47,0,2,0,0,1.539,0,2,0,0,1.331,0,4,0,0,1.208,0,3,0,0,1.4,0,2,0,0,1.576,0,2,0,0,1.375,0,1,0,0,1.332,0,30,1,-.589074920470979,1,2,7,7,4,4.5,7,7,7,1,4,4,1,0,90
1/19/2023 13:00:01,1/19/2023 13:01:34,0,108.12.238.97,100,93,1,1/19/2023 13:01:34,R_3HRhcYEZaSx0BBr, , , , ,41.874,-71.3844,anonymous,EN,.899999976158142,A2KHMKJUVDMK1N,4,5,0,0,1.814,0,2,2,2,1,2,3,2,3,1,1,1.708,11.998,13.005,10,2,8.341,8.341,9.476,1,3,2.992,2.992,4.292,1,3,1.935,5.855,6.585,5,3,1.633,1.633,2.511,1,4,1.483,2.77,3.752,2,4,1.665,1.665,3.012,1,4,2.255,2.594,3.8,2,4,3.403,3.818,4.765,2,1,1.148,3.608,4.693,2,3,1.592,2.104,2.682,2,34,1,-.582849236972341,5,6,5,7,3.5,4,3.5,4,4,1,1,4,4,1,372
1/19/2023 13:20:10,1/19/2023 13:21:43,0,207.228.48.223,100,93,1,1/19/2023 13:21:44,R_3g5bfGJ7i3DWX0s, , , , ,33.3792,-86.6969,anonymous,EN,.899999976158142,A2CIM32XEK7MW2,4,5,0,0,7.702,0,6,6,7,5,7,5,6,6,7,6,2.667,2.667,17.451,1,3,3.752,3.752,5.477,1,3,1.285,1.285,2.332,1,4,0,0,2.427,0,2,0,0,1.375,0,3,0,0,1.401,0,1,0,0,1.386,0,3,0,0,1.451,0,3,0,0,1.2,0,3,0,0,1.336,0,3,0,0,1.293,0,25,2,-.582849236972341,3,2,2,3,4.5,4,4.5,5,5,1,1,1,7,1,651
1/19/2023 13:00:32,1/19/2023 13:02:07,0,128.254.164.74,100,95,1,1/19/2023 13:02:08,R_26fDRbI6sm2Gu81, , , , ,40.7434,-73.0761,anonymous,EN,.899999976158142,A1N4I04LFE9LOK,4,5,0,0,1.421,0,6,4,5,4,5,6,5,6,4,5,1.973,21.197,21.564,10,3,6.462,6.462,12.095,1,2,0,0,2.029,0,1,0,0,1.602,0,1,0,0,1.88,0,1,0,0,1.718,0,4,0,0,1.552,0,1,0,0,3.063,0,2,0,0,1.608,0,3,0,0,1.874,0,3,0,0,3.333,0,30,1,-.578698781306583,2,4,2,4,4,4.5,3.5,4,4,4,2,1,3,1,285
1/19/2023 13:23:10,1/19/2023 13:24:48,0,63.160.189.151,100,98,1,1/19/2023 13:24:49,R_cPkx27NneFSfYs1, , , , ,34.0014,-84.0144,anonymous,EN,.899999976158142,A207NB4FM5LRMM,4,5,0,0,1.362,0,5,7,5,6,7,4,6,6,7,5,1.603,27.642,28.986,10,4,2.819,2.819,4.432,1,2,1.117,1.117,2.355,1,3,1.352,1.352,2.398,1,2,2.135,2.135,3.327,1,4,1.456,1.456,2.775,1,1,1.321,1.321,2.592,1,3,.882,.882,1.992,1,3,.894,.894,1.998,1,1,.84,.84,1.856,1,4,1.658,1.658,2.544,1,25,1,-.572473097807945,4,1,2,2,4.5,3.5,3.5,4.5,4.5,2,2,3,3,1,294
1/19/2023 13:31:09,1/19/2023 13:32:48,0,208.202.245.210,100,99,1,1/19/2023 13:32:49,R_2YQWDMzE2qCtVaD, , , , ,40.7513,-73.8244,anonymous,EN,.899999976158142,A1DJAYWYB6EWZC,4,5,0,0,1.292,0,5,6,6,7,6,6,6,6,5,5,1.733,22.129,23.867,10,2,1.431,1.431,2.391,1,4,2.234,2.234,3.522,1,2,2.325,2.325,3.507,1,3,1.621,1.621,3.035,1,1,3.503,3.503,4.696,1,1,1.468,1.468,2.41,1,4,1.502,1.502,2.489,1,3,3.284,3.284,4.185,1,3,2.297,3.28,3.726,2,2,1.369,1.369,2.663,1,32,1,-.570397869975065,2,2,2,1,3.5,4,4,3,3,2,3,2,3,1,297
1/19/2023 13:23:25,1/19/2023 13:25:07,0,104.171.171.44,100,101,1,1/19/2023 13:25:07,R_3hcKGu1sYlnVh9V, , , , ,39.0469,-77.4903,anonymous,EN,.899999976158142,A5W8X9ASS2AYK,4,5,0,0,1.579,0,6,7,5,5,5,6,5,4,4,6,1.735,19.656,20.065,11,4,3.016,7.497,8.426,4,1,1.193,2.462,2.863,2,3,1.184,1.184,2.663,1,3,1.228,1.228,2.518,1,3,1.21,1.21,2.094,1,3,.584,.584,1.695,1,3,1.029,1.029,1.832,1,3,.856,.856,2.285,1,1,.61,.61,1.764,1,1,.727,.727,1.68,1,37,1,-.566247414309307,2,1,4,3,4,3,4.5,3.5,3.5,3,0,1,6,1,606
1/19/2023 12:13:58,1/19/2023 12:15:42,0,104.171.169.87,100,103,1,1/19/2023 12:15:43,R_eIFrsHtNSlSz9UB, , , , ,39.0469,-77.4903,anonymous,EN,.899999976158142,A2OI7TVMG6WT30,4,5,0,0,1.701,0,6,7,6,4,5,6,6,4,6,4,5.114,22.633,23.231,12,1,5.387,6.946,7.773,2,1,4.436,4.436,6.076,1,3,1.7,1.7,3.111,1,2,1.246,1.246,2.302,1,1,1.021,1.021,2.597,1,3,1.094,2.022,2.836,2,2,.933,.933,1.732,1,2,1.015,1.015,1.854,1,1,.979,.979,1.962,1,1,1.057,1.057,2.137,1,27,1,-.562096958643548,2,1,4,4,4,3.5,5,5,5,5,3,0,2,1,206
1/19/2023 12:52:25,1/19/2023 12:54:10,0,208.195.166.145,100,104,1,1/19/2023 12:54:10,R_1H82ThhEL7wh3hN, , , , ,38.7913,-77.2806,anonymous,EN,.899999976158142,A1PEELS49SMLKT,4,5,0,0,1.468,0,6,6,7,7,7,7,7,6,6,7,1.688,11.537,13.349,2,2,1.218,1.218,1.977,1,2,.411,.411,1.124,1,1,.472,.472,1.289,1,4,.565,.565,1.346,1,1,.497,.497,1.204,1,1,2.448,2.448,3.477,1,4,.498,.498,1.265,1,1,.5,.5,1.102,1,2,.558,.558,1.323,1,4,.68,.68,1.5,1,29,2,-.560021730810669,1,2,2,1,3.5,4.5,4.5,3.5,3.5,4,3,3,0,1,0
